regime,panel,family,feature,transform,window,variant,cell,sign,mirror,SR_IS,n_IS,SR_OOS1,SR_OOS2,SRSR_OOS1,posyr_OOS1,full_SR_net,full_SR_of_SR,full_positive_years,full_yr_sr_min,full_n_years,full_beta,full_mean_exec_w,full_abs_exec_w,full_turnover_ann,full_held_pct,full_max_dd_days,full_n_bars,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes
full,monthly,call,call_oi_total,signth,60,o2o,full|monthly|call_oi_total|signth|w60|o2o,-1,False,0.1443191793061887,3900,0.6378064905405438,0.2762015633174562,0.27693921111881475,0.8,0.2812716032553844,0.2963344275304929,0.7222222222222222,-2.0581177454064163,18,0.02445881030630817,0.07531180044771346,0.45330988167572756,33.64566677326511,45.330988167572755,1949,6254,0.054,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,signth,60,day,full|monthly|call_oi_total|signth|w60|day,-1,False,0.3062409676002849,3901,0.18439283508944432,-0.17672358553817968,-0.05736261474420368,0.6,0.17351213621027312,0.159074543819513,0.6111111111111112,-3.2720781324183617,18,0.031836994024898216,0.07545963229416466,0.4533972821742606,33.64028776978417,45.339728217426064,1949,6255,0.07,False,False,True,True,True,2,False
full,monthly,call,call_oi_total,signth,120,c2c,full|monthly|call_oi_total|signth|w120|c2c,-1,False,0.23704502386097348,3900,0.5973878176521862,0.7231213804677079,0.5390293944290812,0.8,0.4333527067751622,0.6400831155997331,0.7222222222222222,-0.8413691513672447,18,0.03333189570897764,0.09354013431403901,0.4558682443236329,32.83978253917493,45.58682443236329,1991,6254,0.073,True,True,True,True,True,4,True
full,monthly,call,call_oi_total,signth,120,o2o,full|monthly|call_oi_total|signth|w120|o2o,-1,False,0.20636821996593355,3900,0.7207871029973915,0.5452234949793283,0.33531450573976207,0.8,0.39930256415927584,0.4542761669217705,0.7222222222222222,-1.8271497154990315,18,0.03795189290861296,0.09354013431403901,0.4558682443236329,32.83978253917493,45.58682443236329,2195,6254,0.083,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,signth,120,day,full|monthly|call_oi_total|signth|w120|day,-1,False,0.23543021550160415,3901,0.16066352753098934,-0.02677172938976614,-0.07587937411083759,0.8,0.15727174044387845,0.1852814424900889,0.6666666666666666,-2.933970153268212,18,0.03554796268983769,0.09368505195843325,0.45595523581135095,32.834532374100725,45.5955235811351,2949,6255,0.078,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,signth,252,c2c,full|monthly|call_oi_total|signth|w252|c2c,-1,False,0.3384283540835493,3900,0.7530285500803428,0.8689061346681476,0.9930085546570143,0.8,0.5576861480848466,0.8177297781878029,0.7777777777777778,-0.6600851801474931,18,0.07462402603182576,0.116405500479693,0.459865685960985,31.469779341221617,45.9865685960985,2051,6254,0.162,True,True,True,False,True,3,False
full,monthly,call,call_oi_total,signth,252,o2o,full|monthly|call_oi_total|signth|w252|o2o,-1,False,0.3385319937808553,3900,0.49090362967331896,0.7149265834587359,0.1824243767926554,0.4,0.45876866544717354,0.4918150645837342,0.6666666666666666,-1.1726944434287074,18,0.05748426579065558,0.116405500479693,0.459865685960985,31.469779341221617,45.9865685960985,2051,6254,0.125,False,True,True,True,True,3,False
full,monthly,call,call_oi_total,signth,252,day,full|monthly|call_oi_total|signth|w252|day,-1,False,0.3480831793423647,3901,-0.24994608044433642,-0.038815536890844236,-0.4615947701155057,0.4,0.11743996732819856,0.12098402733536792,0.6111111111111112,-2.558626343159993,18,0.04363412191880965,0.11654676258992806,0.45995203836930454,31.464748201438848,45.99520383693046,2338,6255,0.095,False,False,True,True,True,2,False
full,monthly,call,call_oi_total,dev,20,c2c,full|monthly|call_oi_total|dev|w20|c2c,-1,False,0.28216189491386506,1970,0.2562413158737318,0.34785393330923464,0.23426176527207163,0.8,0.2744938910556639,0.4314843345931857,0.6111111111111112,-0.9828130171137756,18,-6366.507175555004,718.4317605966495,77100.37753235496,7401668.352890842,100.0,1104,4324,-6366.507,False,False,True,False,False,1,False
full,monthly,call,call_oi_total,dev,20,o2o,full|monthly|call_oi_total|dev|w20|o2o,-1,False,0.3580922380302961,1970,0.4647502370633792,0.05798353732879425,0.050975922114094026,0.6,0.32186185617870683,0.23858786784469124,0.5,-2.1924503417808636,18,-8008.804275264548,718.4317605966495,77100.37753235496,7401668.352890842,100.0,753,4324,-8008.804,False,False,True,False,False,1,False
full,monthly,call,call_oi_total,dev,20,day,full|monthly|call_oi_total|dev|w20|day,-1,False,0.49698977337717265,1971,0.2484999604775497,-0.290142654996939,-0.15797575669654113,0.6,0.3164064240664609,0.11152504361879298,0.6666666666666666,-3.381222113349942,18,-4999.9294232642305,721.669267704026,77085.95447396598,7400039.27049711,100.0,760,4325,-4999.929,False,True,True,False,False,2,False
full,monthly,call,call_oi_total,dev,60,c2c,full|monthly|call_oi_total|dev|w60|c2c,-1,False,0.29867973966267714,1950,0.20337678698670386,0.41457137192866766,0.061466430774057786,0.8,0.27645722968517844,0.4077673490135563,0.7222222222222222,-1.1751884584030674,18,-8917.75130003014,2014.4483875433143,80639.71552711153,7441540.725742345,100.0,965,4304,-8917.751,False,True,True,False,False,2,False
