,call_oi_total,call_cog,call_disp,call_otm_share,call_far_share,call_wall,call_front_share,call_churn,call_oi_growth,call_cog_chg,call_far_chg
2024-10-23,50548.0,0.050316295927723194,0.08373085724804402,0.8397364880905278,0.42428978396771383,0.028508542620536925,0.0,0.17672311466329033,0.08497757786460447,0.009099105823981386,0.016794629972452124
2024-10-24,54567.0,0.05875562573530027,0.0834850703370219,0.8819432990635365,0.49363168215221653,0.02188119272938005,0.0,0.12754961790092914,0.07650592452937843,0.008439329807577077,0.0693418981845027
2024-10-25,56766.0,0.053345094294700746,0.08260876395213662,0.8543318183419653,0.44914209209738226,0.015056673997631442,0.0,0.11950815629073741,0.039508250524548316,-0.005410531440599525,-0.04448959005483427
2024-10-28,59101.0,0.060776290451147616,0.08292360860011856,0.8910001522816873,0.5056259623356627,0.021636713743858893,0.0,0.1822134989255681,0.040310289792314435,0.00743119615644687,0.05648387023828044
2024-10-29,61113.0,0.07203575109550471,0.08331511743011363,0.9200006545252237,0.5651988938523719,0.0337341924813066,0.0,0.2817240194393991,0.03347676476085404,0.011259460644357094,0.05957293151670917
2024-10-30,64812.0,0.07208497131594527,0.08382384411089651,0.8843732642103315,0.6293896192063199,0.03854309493729957,0.0,0.19200148120718386,0.058766161895224656,4.9220220440557294e-05,0.06419072535394799
2024-11-01,66103.0,0.0727133563318599,0.08391868252013839,0.8860566086259323,0.6103202577795259,0.04038265010482833,0.6749618020362163,0.2832095366322255,0.019723360208104168,0.0006283850159146259,-0.01906936142679394
2024-11-04,65122.0,0.06409831570038149,0.0837677221163816,0.8699517828076533,0.49824943951352846,0.03198769975166993,0.6677159792389669,0.13706581493197384,-0.014951697853481605,-0.008615040631478402,-0.11207081826599746
2024-11-05,66681.0,0.056921829245330915,0.0825701833274389,0.8243427663052444,0.46531995620941496,0.025672540409117817,0.6642521857800573,0.14713336632623986,0.02365762101736202,-0.007176486455050576,-0.032929483304113494
2024-11-06,69528.0,0.051854879166918964,0.08064905245072801,0.8198567483603728,0.44794902772983547,0.02078701386633619,0.6694856748360373,0.27867909331492347,0.041809494364420274,-0.005066950078411951,-0.017370928479579495
2024-11-07,74160.0,0.04353962667536833,0.07733293552988933,0.79457928802589,0.39091154261057176,0.012438901234662847,0.6747977346278318,0.26163700107874865,0.06449537212244039,-0.008315252491550636,-0.05703748511926371
2024-11-08,77557.0,0.03748990787455701,0.07457382130192243,0.7776731951983702,0.3653441984604871,0.0062032216334542145,0.6861405160075815,0.23912735149631884,0.04478822863694987,-0.006049718800811316,-0.02556734415008466
2024-11-11,84152.0,0.03769491760390428,0.07184329974277719,0.7931243464207625,0.34459074056469247,0.007240229769771345,0.6955627911398422,0.26341619925848464,0.08161153754242356,0.00020500972934726913,-0.020753457895794636
2024-11-12,91884.0,0.058368356208064985,0.07056844018372704,0.9044338513778242,0.5042118323103043,0.03125216203973835,0.7031692133559706,0.4042706020634713,0.08790222448201312,0.020673438604160703,0.15962109174561184
2024-11-13,108858.0,0.05851347226873642,0.0664407975279583,0.9175255837880542,0.4519190137610465,0.04985820352638615,0.7356923698763527,0.5501662716566537,0.169517368697095,0.00014511606067143384,-0.052292818549257825
2024-11-14,144252.0,0.05643438628443756,0.06077294064766349,0.9330130604774977,0.467411197071791,0.043345962075034494,0.7877256467847933,1.1696614258381166,0.28151748949403554,-0.002079085984298859,0.015492183310744534
2024-11-15,156231.0,0.05245643297584976,0.05950986347347251,0.9424506019932024,0.4356497750126415,0.03769241829381387,0.7937093150527104,0.8470982071419885,0.07977391111251464,-0.0039779533085878005,-0.0317614220591495
2024-11-18,178701.0,0.054523055243240325,0.05861357550979409,0.9550422213641782,0.44501709559543595,0.020112176857291608,0.8127766492632945,1.0778059440070284,0.13437833689799383,0.002066622267390565,0.009367320582794436
2024-11-19,173396.0,0.04122291471146713,0.05824002645532168,0.8953263051050774,0.3367494059839904,0.03287700010503847,0.7981441325059402,1.408054395718471,-0.030136022091005188,-0.013300140531773197,-0.10826768961144556
2024-11-20,206665.0,0.04264409786476419,0.05668312873402787,0.9544480197420947,0.31134928507487963,0.013735677677892966,0.805637142235018,1.5870805409721047,0.17552112879275938,0.001421183153297062,-0.025400120909110757
2024-11-21,45510.0,0.08444912858614395,0.09504870671829382,0.9237749945067019,0.7318391562294001,0.06403448181077387,0.0,0.25838277301691936,-1.51316704279383,0.04180503072137976,0.42048987115452047
2024-11-22,48620.0,0.06814198441762973,0.09200729317794178,0.8861785273549979,0.5082682023858495,0.047837263887336556,0.0,0.259296585767174,0.06610288685942756,-0.016307144168514226,-0.22357095384355063
