cell,SR_IS,SR_net,SR_of_SR,positive_years,n_years,beta,mean_abs_w,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes
monthly|call_oi_total|rankc|w252|c2c,-0.5175068318978918,0.46130982586192365,0.49919940122143025,0.7222222222222222,18,0.0377096789273133,0.5366629700042236,0.07,False,True,True,True,True,3,False
monthly|call_oi_total|signth|w20|c2c,-0.04766595551849703,0.23498865609937453,0.3692038182757487,0.5555555555555556,18,-0.00144863344915936,0.4585865046370323,-0.003,False,False,True,True,True,2,False
monthly|call_oi_total|signth|w60|c2c,-0.17152134089439589,0.25825740348237153,0.36897146779593415,0.6666666666666666,18,0.028339120257432987,0.45330988167572756,0.063,False,True,True,True,True,3,False
monthly|call_oi_total|signth|w120|c2c,-0.3370146913720705,0.43338735697366015,0.6401006042403374,0.7222222222222222,18,0.03333189570897765,0.4558682443236329,0.073,True,True,True,True,True,4,True
monthly|call_oi_total|signth|w252|c2c,-0.43181325149726363,0.5577307397890763,0.8177663349741362,0.7777777777777778,18,0.0746240260318259,0.459865685960985,0.162,True,True,True,False,True,3,False
monthly|call_oi_total|dev|w20|c2c,-0.4511762857281026,0.27452563729888024,0.43142665486137405,0.6111111111111112,18,-6366.507175555014,77100.37753235486,-6366.507,False,False,True,False,False,1,False
monthly|call_oi_total|dev|w60|c2c,-0.453665455033966,0.27648935159659577,0.4077492192077044,0.7222222222222222,18,-8917.75130003017,80639.71552711143,-8917.751,False,True,True,False,False,2,False
monthly|call_oi_total|dev|w120|c2c,-0.40188498421806296,0.2707895454738864,0.4510801103519598,0.7222222222222222,18,-8990.948451417495,82983.68543648165,-8990.948,False,True,True,False,False,2,False
monthly|call_oi_total|dev|w252|c2c,-0.42996480820820016,0.30627993993852537,0.5369828489444501,0.7222222222222222,18,-6427.871486395605,88758.08958994404,-6427.871,False,True,True,False,False,2,False
monthly|call_cog|selfz|w20|c2c,-0.07902789490816894,-0.16268619224875508,-0.062105110732394365,0.4444444444444444,18,-0.5158913478947216,0.9773326852139665,-0.528,False,False,True,False,False,1,False
monthly|call_cog|selfz|w60|c2c,-0.0014128871802709423,-0.1863963405848265,-0.18495697291547114,0.3888888888888889,18,-0.6719580380472382,0.9460965300656714,-0.71,False,False,True,False,False,1,False
monthly|call_cog|selfz|w120|c2c,0.13344958171443747,0.15403038455870316,0.1007127646978573,0.6111111111111112,18,0.8053606785474254,0.9219648408999359,0.874,False,False,True,False,False,1,False
monthly|call_cog|selfz|w252|c2c,0.08659197639321525,0.15505660821803802,0.11083262889747428,0.6111111111111112,18,0.8937343100789811,0.9074777903485162,0.985,False,False,True,False,False,1,False
monthly|call_cog|robustz|w20|c2c,0.11233318521304106,0.19336906874214296,0.039310001881110876,0.6666666666666666,18,0.7667552141549556,0.8645586114649529,0.887,False,True,True,False,False,2,False
monthly|call_cog|robustz|w60|c2c,0.3215470479575406,0.23167880582545505,0.25987492960555997,0.7222222222222222,18,0.922162556556491,0.8584442954295635,1.074,False,True,True,False,False,2,False
