date,TXF_自營商_churn_chgskew60,TE_net_lots_外資div投信_ma60,STF_自營商_oi_net_lots_chgskew20,TF_投信_oi_net_lots_ma5,TF_外資_net_lots_chgskew120,TF_投信_oi_net_lots_ma20,TE_oi_net_lots_外資div投信_ma5,TXFdivMXF_投信_oi_net_lots_spot,TE_外資_oi_net_lots_chgskew120,TE_net_lots_投信div自營商_spot,TE_oi_net_lots_外資minus自營商_ma5,TMF_自營商_oi_net_lots_chgskew120,TE_net_lots_外資div投信_ma20,STF_自營商_oi_net_lots_chgskew120,STF_外資_oi_net_lots_chgskew120,MXF_oi_net_lots_外資div投信_ma60,STF_自營商_oi_net_lots_lo,TF_投信_oi_net_lots_spot,TF_投信_oi_net_lots_chgskew60,STF_外資_oi_net_lots_chgskew60,TMF_投信_net_lots_lo,TMF_投信_churn_hi,TMF_投信_net_lots_hi,TMF_投信_oi_net_lots_lo,TMF_投信_oi_net_lots_hi,TF_投信_oi_net_lots_lo,TXF_外資_oi_net_lots_ma60,TE_net_lots_外資div自營商_ma60,MXF_外資_oi_net_lots_chgskew60,TXF_oi_net_lots_外資minus投信_ma60,TXF_投信_net_lots_spot,MXF_net_lots_外資div投信_ma5,MXFdivTMF_外資_net_lots_ma5,STF_自營商_oi_net_lots_chgskew60,TMF_外資_oi_net_lots_chgskew60,TE_外資_oi_net_lots_chgskew60,TMF_外資_oi_net_lots_chgskew120,STF_投信_oi_net_lots_chgskew120,TXF_投信_oi_net_lots_chgskew60,MXF_外資_churn_chgskew20,STF_投信_oi_net_lots_chgskew20,MXF_net_lots_投信div自營商_ma60,MXF_net_lots_外資div投信_spot,MXF_投信_net_lots_ma5,TE_自營商_churn_chgskew60,TF_投信_oi_net_lots_ma60,TXF_net_lots_外資div自營商_spot,STF_net_lots_投信div自營商_ma20,TXF_oi_net_lots_外資minus自營商_ma60,MXF_外資_oi_net_lots_chgskew120,TXF_net_lots_投信div自營商_spot,TXFdivTMF_自營商_net_lots_ma5,STF_外資_oi_net_lots_chgskew20,MXF_net_lots_外資div投信_ma20,TXF_外資_churn_chgskew60,TE_自營商_net_lots_ma60,TE_net_lots_外資minus自營商_ma60,STF_外資_net_lots_chgskew120,TAIEX_自營商_net_lots_consol_spot,TMF_外資_oi_net_lots_chgskew20,TE_外資_oi_net_lots_ma5,TXF_net_lots_外資div自營商_ma60,STF_oi_net_lots_外資div投信_spot,TE_oi_net_lots_share外資_ma20,TXF_外資_oi_net_lots_chgskew120,TE_oi_net_lots_投信div自營商_ma60,TE_自營商_churn_spot,TXF_自營商_net_lots_spot,TE_net_lots_外資div投信_ma5,STF_投信_net_lots_chgskew20,TMF_net_lots_share外資_spot,TE_外資_oi_net_lots_spot,TMF_外資_net_lots_ma60,TMF_net_lots_外資minus投信_ma60,STF_外資_net_lots_spot,MXFdivTMF_外資_net_lots_spot,TMF_自營商_oi_net_lots_chgskew60,STF_net_lots_投信div自營商_ma60,STF_net_lots_外資minus投信_spot,TMF_net_lots_外資div自營商_ma5,TMF_外資_churn_chgskew60,TE_oi_net_lots_外資minus自營商_ma20,TF_net_lots_外資div自營商_ma5,STF_外資_churn_chgskew20,STF_外資_oi_net_lots_ma60,STF_oi_net_lots_外資minus投信_ma60,STF_oi_net_lots_外資div投信_ma60,TE_oi_net_lots_外資minus投信_ma5,TXF_投信_churn_chgskew20,TE_net_lots_投信div自營商_ma20,TXFdivTMF_外資_oi_net_lots_ma20,STF_自營商_net_lots_chgskew120,TXFdivMXF_投信_net_lots_ma20,TE_oi_net_lots_外資minus投信_spot,TE_外資_oi_net_lots_ma60,TE_外資_oi_net_lots_ma20,TE_oi_net_lots_外資minus自營商_ma60,MXF_投信_oi_net_lots_chgskew20,TE_oi_net_lots_share外資_ma60,TMF_自營商_net_lots_spot,TE_自營商_oi_net_lots_chgskew20,MXFdivTMF_自營商_net_lots_spot,STF_投信_net_lots_spot,STF_投信_net_lots_chgskew120,STF_投信_oi_net_lots_spot,TMF_net_lots_外資minus自營商_spot,MXF_oi_net_lots_外資div投信_ma20,STF_自營商_churn_chgskew20,TF_net_lots_外資minus投信_ma5,TF_自營商_net_lots_spot,TE_oi_net_lots_投信div自營商_spot,STF_自營商_net_lots_chgskew20,MXF_投信_churn_chgskew60,TE_oi_net_lots_外資div自營商_spot,TMF_oi_net_lots_share外資_ma20,TXF_投信_oi_net_lots_chgskew20,TAIEX_投信_oi_net_lots_consol_chgskew20,STF_自營商_churn_ma60,TE_oi_net_lots_外資minus投信_ma20,TE_net_lots_外資div投信_spot,TXFdivMXF_自營商_oi_net_lots_spot,TF_net_lots_外資minus自營商_ma20,STF_net_lots_share外資_ma5,TXFdivTMF_自營商_net_lots_spot,TE_外資_churn_chgskew60,TF_投信_net_lots_chgskew20,MXF_net_lots_外資div自營商_ma60,TAIEX_自營商_oi_net_lots_consol_ma5,TE_oi_net_lots_外資minus投信_ma60,TF_net_lots_外資minus自營商_ma5,TE_投信_oi_net_lots_chgskew60,TF_外資_net_lots_ma20,TF_投信_net_lots_chgskew60,TE_外資_churn_chgskew20,TF_自營商_churn_chgskew60,TF_net_lots_外資minus投信_ma20,MXF_外資_oi_net_lots_chgskew20,TAIEX_自營商_oi_net_lots_consol_ma60,STF_自營商_churn_ma20
2023-07-11,,,-0.6956834439758937,,,,-0.9080868490621489,0.6711566256205607,,0.3871698277021889,-0.7389653785869565,,,,,,0.0,,,,,,,,,0.0,,,,,-0.2642749470171682,0.6583659185774496,,,,,,,,0.4420718429600571,0.9971682941635811,,-0.45593929373517755,0.08174709769619298,,,-0.515044103417799,,,,0.4330874387376453,,-0.08521930701127661,,,,,,,,-0.9079257705976461,,-0.9725037079378942,,,,-0.37338612959919054,-0.6574576209962447,0.77418838549338,-0.9970499424870659,,-0.9227606781862373,,,0.01598046603273598,,,,0.037962615585202725,,,,-0.5543738026225399,-0.9866529038451917,,,,-0.8995707520651268,0.15308932005765336,,,,,-0.9233039491682781,,,,0.7306657623697039,,,0.48851745265608865,,-0.9964461236436754,,-0.9959142976589389,,,0.8936750967240855,-0.39736094209636347,0.6883191750580921,-0.611735712978253,0.2213263342018194,,-0.5102656133587897,,-0.7583714605276626,,,,-0.0881736571159386,0.2052631109721773,,-0.9116099650079206,,,-0.0,,,,-0.5858596918403373,,,,-0.07811257083762874,,,0.7004434231960431,,
2023-07-12,,,-0.6922856350198491,,,,-0.96229896651668,0.6859686163592176,,0.8058940957618878,-0.8657622330891567,,,,,,0.0,,,,,,,,,0.0,,,,,-0.14718016147938645,0.5510453228691994,,,,,,,,0.3913365853965448,0.9680916596079312,,-0.047807848620162345,0.21013841873613076,,,-0.42104184600295463,,,,0.25115892645606774,,0.07471956165478606,,,,,,,,-0.949427692251547,,-0.9938632538754398,,,,-0.375362503549449,0.8010695185851011,-0.9156357290029958,-0.9973492507440933,,-0.9774434427409867,,,-0.8615029376241161,,,,-0.8576634824736291,,,,0.9717317311377814,0.6820974444829515,,,,-0.9374020240796425,0.13768382428951118,,,,,-0.9702448101571943,,,,0.7851684692616832,,,0.5632421662534564,,-0.9686605001105107,,-0.9941772946707508,,,0.9172736885492903,0.9868958090162412,0.7408642793671895,-0.6240720268365811,0.25924624312116634,,-0.39320397849566774,,-0.7543663549733437,,,,-0.8920048081742866,0.11484824473804457,,-0.8932653784374951,,,-0.0,,,,0.9234784448324928,,,,-0.06701612733631279,,,0.5631455005960463,,
2023-07-13,,,-0.7516668932204131,,,,-0.940508340974942,0.7879347368997498,,-0.44182193244909923,-0.9022713743317087,,,,,,0.0,,,,,,,,,0.0,,,,,-0.3478943782863732,0.7789045010732545,,,,,,,,0.4097233344908675,0.9749568048532489,,0.36271115214155075,-0.45991081352194363,,,-0.3286346642853256,,,,0.3320423899670323,,0.09365601048496798,,,,,,,,-0.9363790627001881,,-0.9899372753933131,,,,-0.5060823375074228,-0.8863744006097847,0.3455150671079892,-0.5061588725917685,,-0.6598169831125926,,,-0.912533128628183,,,,-0.913240995613868,,,,-0.9946275688216544,0.6928176339919146,,,,-0.9285072052366917,0.1235844316368229,,,,,-0.749707621702924,,,,0.6284308544324392,,,0.5612323874637685,,0.3417658516431044,,-0.9752444658306704,,,0.9348218157751425,0.7578522433689769,0.29043501074154543,0.19584132457296602,0.1944450037005862,,0.2788893469643746,,-0.7193918772924871,,,,0.5829513235410565,0.11099505097984481,,-0.9432593438465152,,,-0.0,,,,0.12383198084928815,,,,-0.07091357585765169,,,0.6283524035970408,,
2023-07-14,,,-0.795796326735964,,,,-0.831470386496377,0.7860440602889102,,-0.21054538762299876,-0.8660241189467042,,,,,,0.0,,,,,,,,,0.0,,,,,0.13761082242426514,-0.5294746751636286,,,,,,,,0.9950965678379039,0.9800233392390412,,-0.6302185815586477,-0.8164523218129737,,,-0.2734302251411891,,,,0.30792125650903474,,0.2333410404372533,,,,,,,,-0.8887399846824274,,-0.9822462964459623,,,,-0.40402734150093744,-0.7743308335575362,-0.9270679629676961,-0.5115661092059441,,-0.25241028630971374,,,-0.627694456322252,,,,-0.6294484779313614,,,,-0.9708284328616852,0.738725352112194,,,,-0.8945325259097718,0.07464216472940681,,,,,-0.48403087963565816,,,,0.64056303102195,,,0.46417486956821113,,0.30104742634519294,,-0.9508073194422308,,,0.9480047950570616,0.04325693487377962,0.9745034640056224,0.8308022177688228,0.17266275194452385,,0.7714728863207253,,-0.7494058104549037,,,,-0.9123160637093407,0.6121617806132081,,-0.8484947339278058,,,-0.0,,,,-0.9414243974423034,,,,-0.07684578997212398,,,0.6104745796110156,,
2023-07-17,,,-0.8275712862426883,,,,-0.6705449030281319,-0.342531784752473,,0.9628593307397448,-0.8438438524759635,,,,,,0.0,,,,,,,,,0.0,,,,,0.9975188780498738,-0.7025456609498855,,,,,,,,0.037947357434386736,0.9839230501162649,,-0.7112881607118783,0.5471593379702021,,,-0.27025829301887083,,,,0.4689276126112876,,0.1423264351568144,,,,,,,,-0.8239516151923265,,-0.9624965728012109,,,,0.9979269547634724,0.8382923638608258,-0.908415842179444,-0.5283354797010537,,-0.044052722946833045,,,0.32800848567809787,,,,0.3261294229500561,,,,-0.9204302685034662,-0.9858276820502074,,,,-0.8462280924881271,0.0032421089864172266,,,,,-0.26323554919788655,,,,0.4979817895694406,,,0.4932442179259836,,0.3224668532694074,,-0.9234869298363275,,,0.8726475401469005,0.021622407507707813,-0.8119356756478523,0.7647255152711467,0.2494492337152275,,0.6799593044360085,,0.9869438365324017,,,,0.13651992868521995,0.5878456948934656,,-0.39060885045064225,,,-0.0,,,,-0.7644869950429826,,,,-0.09832266180921345,,,0.46758238168202015,,
2023-07-18,,,-0.8569381626375343,,,,-0.047265635607262574,-0.4016757463342685,,-0.4107870806753272,-0.5120166171537158,,,,,,0.0,,,,,,,,,0.0,,,,,0.3066611697605435,-0.012941042750986058,,,,,,,,0.005135863740288415,0.9869021603058074,,0.772896172296874,0.9573385229065052,,,-0.3268144719208042,,,,0.17924152020488018,,0.1193105410349479,,,,,,,,-0.5890359481031351,,-0.9489987900244243,,,,-0.3886395077306801,-0.646205501228929,-0.9846212972664856,-0.5336747165491861,,0.7509823604007027,,,0.046525542324840546,,,,0.044475913387609846,,,,-0.8707063170699363,-0.7508216175923526,,,,-0.6885700056768703,0.92633658830948,,,,,0.5051804118615757,,,,0.41355577662586945,,,-0.6881322064770928,,0.28109061521683065,,-0.8985132318422603,,,0.8903705817739793,0.05258651042782235,-0.273753131895575,-0.7665670250001957,0.2405250149945749,,-0.8361745118439481,,0.9861769347107459,,,,-0.9628523147817031,0.8870812747792007,,-0.32204248879162667,,,-0.0,,,,-0.5546267227989743,,,,-0.08093533279370584,,,0.4121708784479488,,
2023-07-19,,,0.24037653839601894,,,,0.9016647196179121,-0.41568895614690193,,-0.358075713249129,0.5104727845507834,,,,,,0.0,,,,,,,,,0.0,,,,,0.20646417002936213,-0.8735229561520876,,,,,,,,0.026392652924127655,0.9891717568958206,,-0.9720646156614049,0.9884820488892065,,,-0.36476619667068355,,,,0.22770886380671992,,0.17379620422527256,,,,,,,,0.3177419476992306,,-0.8720273418715608,,,,-0.3278114536482541,0.8846854157152838,-0.9481502666251067,-0.562900045997333,,0.9515643999258131,,,0.4067478825914299,,,,0.4045355665125444,,,,-0.9536426653039216,-0.7804775830993332,,,,-0.08096754232840574,0.36228656146115895,,,,,0.8731971049217543,,,,0.2890126297990659,,,-0.736787384293949,,0.40095017684250994,,-0.8790481435420517,,,0.8768886757756934,-0.9828068656577335,-0.5132131128163017,-0.6906584497659257,0.30893472762157836,,-0.843985932629726,,0.9864020820746907,,,,,-0.4464546059068582,,0.5645855436357833,,,-0.0,,,,-0.9458002729006183,,,,-0.08207769874700391,,,0.3078704704914116,,
2023-07-20,,,0.3380631089200736,-0.999338539611667,,-0.9932776631380972,0.9629783050495108,-0.5325010165004398,,0.9045597560868552,0.8817606494821054,,,,,,0.0,-0.9994822811024053,,,,,,,,0.0,,,,,0.42397059184521485,-0.926997968239943,,,,,,,,0.0350185360873019,0.9910245367688796,,-0.2567755316058581,0.8399505578732718,,,-0.44299248960462684,-0.1679444094504129,,,0.13304667998585568,,0.1838362954459727,-0.934906578981622,,,,,,,0.7214746079056384,,-0.8779900714915563,0.973720564668423,,,-0.2319937843319218,-0.6809152082598688,-0.9482343011995296,-0.5502071091568819,,0.8955644560318956,,,-0.011658717532497826,,,,-0.013452952631437429,,,0.8383896524602473,0.5319321322281244,-0.771169305092311,,,,0.4114794528918038,0.44324226693577357,0.8905164416652637,,,-0.09133004490840632,0.8401489791497443,,0.4403431842505819,,0.37709907425003836,,,-0.7402132339806148,,0.24031486370422273,,-0.8588845414576219,,0.8055522752889825,0.8754080921257976,-0.6396211162425453,-0.20759166795570888,-0.7127335735036857,0.4012528991706305,,-0.8091089984291041,,0.9844665195625247,,,-0.01610380358699475,0.38066479297853123,-0.442715306117868,-0.39329140413439073,0.8969904835928909,,,-0.9995871146711428,,,,-0.44860849993294927,,-0.2878214416685002,,-0.09325154186623219,,-0.31041664674093133,0.40018738168427276,,
2023-07-21,,,0.41812317552102574,-0.9987117455981812,,-0.989842454984372,0.9730152303856644,-0.5293967159785823,,-0.5519750091490655,0.961177215279469,,-0.6498864415575253,,,,0.0,-0.9942457163279276,,,,,,,,0.0,,,,,0.197680992028201,-0.8679897307083909,,,,,,,,0.035826859349945214,0.9925207597926671,,-0.17612107564709598,0.9890484310286799,,,-0.35455652375917185,-0.05867620255476003,,,0.22198694130793734,,0.25962907245502065,-0.9059171618243583,,,,,,,0.8637559825804731,,-0.8952206015753053,0.9708799690843909,,,-0.31153934455598126,0.8979449152446821,-0.6032631613800193,-0.5750810380636652,,0.8721919892715977,,,-0.4528475796563848,,,,-0.4553500890878983,,,0.9250622943646903,0.6346531681541313,-0.7959838049802639,,,,0.6918257082803363,0.43421175719857563,0.757615152167398,,,0.1520836332664135,0.8292727409123197,,0.6899129931742286,,0.7265325865813808,,,-0.7169329508993693,,0.35627641381232256,,-0.8285568446338032,,0.7380005922693877,0.8793901962115296,-0.856485664162943,-0.46083108775764836,-0.7308692925781909,0.42069594903554747,,-0.7977681888463933,,0.9848115778423828,,,0.2971078133826445,0.3233122375201324,-0.43185368298742616,-0.6069433354452068,0.919460267416413,,,-2.2059333299741675e-16,,,,0.11094916905757884,,-0.7422691275732324,,0.8483359573694969,,-0.750462519260811,0.29384234351454736,,0.8355604010737073
2023-07-24,,,0.47995117580568336,-0.9976349624484495,,-0.9863288838214035,0.9756069878423694,-0.5282241364881878,,0.9317512860884699,0.9764066897085045,,-0.6191763112110383,,,,0.0,-0.9833629076120494,,,,,,,,0.0,,,,,0.12340559255545018,-0.7787553530756945,,,,,,,,0.015760169669158212,0.9918981827470427,,-0.29851910588580743,0.9570067626917168,,,-0.5732643554379556,-0.09308085112897942,,,0.2023958703676524,,0.15622924666200652,-0.9067967671782561,,,,,,,0.9107830194386725,,-0.907159941232135,0.9553081582878261,,,0.29721698728990265,-0.6400674575616304,-0.5681311286268511,-0.49220763209262874,,0.7745591408753226,,,0.6769487800645317,,,,0.6789225182378661,,,0.9121254876447017,0.39575545450945027,-0.7619867424833188,,,,0.7926087014114195,0.4181729946363425,0.9034858962159789,,,0.21539319488085573,0.6055667516002005,,0.6509628560694842,,0.7343556443811033,,,-0.7354238317929159,,-0.39967344771198793,,-0.8671530892916908,,0.7467021733369923,0.8842542229427985,0.08343104661315075,-0.5956259165553031,-0.6747059310744256,0.443891237892748,,-0.7597974373019617,,0.9856677651833616,,,0.10808556921744315,0.2553599088455116,-0.42262112534754503,0.052542574373146064,0.9142231717652265,,,-2.2531273611252305e-16,,,,0.7313699752738894,,-0.18540985483735958,,-0.005424969096510617,,-0.204612489892514,0.3508642506618853,,0.9148192539562725
2023-07-25,,,0.4997777777846327,-0.9962369064562391,,-0.9825076149766653,0.9697429296657479,-0.30550884702514963,,-0.37816198844969945,0.9642249304160743,,-0.7470197250574889,,,,0.0,-0.9688102649882759,,,,,,,,0.0,,,,,-0.4094161221717808,-0.984832809932179,,,,,,,,0.02854904157533153,0.9918981827470427,,-0.9728272983271108,0.9372922782184006,,,-0.18281795726052896,-0.0897270081659234,,,0.13070719890591356,,0.012387483333045209,-0.9364121871022418,,,,,,,0.9177570164357174,,-0.8602330012520618,0.9516108382205849,,,-0.3766901550056665,0.4636204488957349,-0.0006893531918644334,-0.5444431842112066,,0.842768373786874,,,0.7458163154776787,,,,0.745201488768307,,,0.9101911622752632,0.10823411118252003,-0.7876333782427013,,,,0.8216549644693851,0.45580183373983696,0.9386903985224682,,,-0.9401819667548741,0.7224149538066521,,0.695814532821971,,0.7578457120950095,,,-0.752581567695723,,0.3017317394264239,,-0.8459831614955738,,0.7675364383677771,0.9879358345696112,0.4611632053323727,-0.057473725161857815,-0.5696003902347863,0.45595463155216615,,-0.7335740351950167,,0.9872262612253022,,,0.03625516399654903,-0.8070080995214887,-0.4067979068928931,0.46974553942265984,0.6325526028977454,,,-2.2531273611252305e-16,,,,0.8113951652031575,,-0.020265611724824367,,-0.0040971123955994004,,-0.040057612801955564,0.3856575868090266,,-0.9195125911753156
