kind,frac,rep,sign,n_bars,SR_gross,SR_net,SR_of_SR,positive_years,yr_sr_min,n_years,beta,mean_exec_w,abs_exec_w,max_dd_pct,max_dd_days,turnover_ann,held_pct,start_date,end_date,mean_abs_w,beta_per_w,gate_srsr,gate_posyr,gate_nyr,gate_beta,gate_beta_raw,n_gates,passes,passes_old,passes_new
long_only,0.02,29,1,2264,0.12500762332222626,0.053163824548738074,0.10118298569392972,0.6,-1.5336825875551103,10,0.013295435387046669,0.017226148409893994,0.017226148409893994,-3.5719058573540083,1382,8.459363957597175,1.7226148409893993,2017-05-16,2026-09-01,0.017226148409893994,0.772,False,False,True,False,True,1,False,False,False
long_only,0.02,30,1,2264,-0.0639262866632902,-0.13558274665703046,-0.5362567219153245,0.3,-1.5773702435010608,10,0.022351937490180777,0.020318021201413426,0.020318021201413426,-6.7429819507529105,1704,9.90636042402827,2.0318021201413425,2017-05-16,2026-09-01,0.020318021201413426,1.1,False,False,True,False,True,1,False,False,False
long_only,0.02,31,1,2264,-0.01760547636682153,-0.12497774219029965,-0.12424708837242715,0.6,-1.434816655428062,10,0.010257582746351761,0.020318021201413426,0.020318021201413426,-4.987240928469826,2263,10.128975265017669,2.0318021201413425,2017-05-16,2026-09-01,0.020318021201413426,0.505,False,False,True,False,True,1,False,False,False
long_only,0.02,32,1,2264,0.5713575026064868,0.4892864650909398,0.64512424943427,0.8,-1.533910698543778,10,0.014976398070163023,0.020318021201413426,0.020318021201413426,-1.759366174506722,556,10.017667844522968,2.0318021201413425,2017-05-16,2026-09-01,0.020318021201413426,0.737,True,True,True,False,True,3,False,True,False
long_only,0.02,33,1,2264,0.7236925433019854,0.6269898261813405,0.7724687882624904,0.8,-1.063294623249823,10,0.009517297845353753,0.0176678445229682,0.0176678445229682,-1.5356713832365823,409,8.681978798586574,1.76678445229682,2017-05-16,2026-09-01,0.0176678445229682,0.539,True,True,True,False,True,3,False,True,False
long_only,0.02,34,1,2264,0.09658410902724908,0.01471110011842076,0.08427395576340761,0.6,-1.302584252540756,10,0.012276153975571023,0.017226148409893994,0.017226148409893994,-3.486327022019283,1002,8.681978798586574,1.7226148409893993,2017-05-16,2026-09-01,0.017226148409893994,0.713,False,False,True,False,True,1,False,False,False
long_only,0.02,35,1,2264,0.4383773775588391,0.33747661470587303,0.40054223404115874,0.7777777777777778,-1.0419741493453891,9,0.010384715767307649,0.020318021201413426,0.020318021201413426,-1.695033530665654,896,10.017667844522968,2.0318021201413425,2017-05-16,2026-09-01,0.020318021201413426,0.511,False,True,True,False,True,2,False,False,False
long_only,0.02,36,1,2264,-0.1501269724745348,-0.2759140853988754,-0.22955745391603824,0.5,-2.1234050943037692,10,0.006670147397234319,0.019434628975265017,0.019434628975265017,-6.574496654537976,1019,9.79505300353357,1.9434628975265018,2017-05-16,2026-09-01,0.019434628975265017,0.343,False,False,True,False,True,1,False,False,False
long_only,0.02,37,1,2264,-0.03793919161556815,-0.15578154053052132,-0.1199839548122881,0.5,-2.242930088407669,10,0.008996246723674247,0.02120141342756184,0.02120141342756184,-4.84454843344517,2263,10.462897526501767,2.1201413427561837,2017-05-16,2026-09-01,0.02120141342756184,0.424,False,False,True,False,True,1,False,False,False
long_only,0.02,38,1,2264,-0.04157018579819044,-0.11245369171522814,-0.19319955173465103,0.4,-2.1716510611100404,10,0.028118216620657274,0.022526501766784453,0.022526501766784453,-8.813705795221178,2201,10.908127208480566,2.2526501766784452,2017-05-16,2026-09-01,0.022526501766784453,1.248,False,False,True,False,True,1,False,False,False
long_only,0.02,39,1,2264,-0.28421873047926277,-0.37746878068405215,-0.03060535597330843,0.6,-1.7019700631541261,10,0.01334837298949,0.01987632508833922,0.01987632508833922,-7.5556219749191165,1783,9.90636042402827,1.9876325088339222,2017-05-16,2026-09-01,0.01987632508833922,0.672,False,False,True,False,True,1,False,False,False
long_only,0.02,40,1,2264,0.5885777632307201,0.5080165097015455,1.3494563711886252,0.8,-0.32662285118206974,10,0.013952402438077497,0.018992932862190812,0.018992932862190812,-3.482434747913231,894,9.57243816254417,1.8992932862190812,2017-05-16,2026-09-01,0.018992932862190812,0.735,True,True,True,False,True,3,False,True,False
